"","who_post","who_retweet","rt_tweet"
"1547","occpal","OpPinkPower","RT @occpal: UK must say no to EU immigrants, British PM says http://t.co/2sZ38upUnG 1 should teach the colonial... http://t.co/TceKYIJizJ"
"1548","omgghanadotcom","TFinTheMix","Disheartening Video : The fate of African Immigrants in Israel http://t.co/wNDDuk0Lk3 via @omgghanadotcom"
"1549","onswipe","Carriesavagevt","UK-style immigrant blues, as American teacher fights deportation from rural Scotland http://t.co/SrCwQWUS5Z via @onswipe"
"1550","opeTeddy","larieAA","UK border!US immigration!! Tk note of this accnt..RT @opeTeddy: If I ever travel out of ds country, I'm nt cmin back :|"
"1551","openDemocracy","LauraDevineLaw","RT @openDemocracy Two academics who exposed the UK's 'Go Home' texts, report on one week in anti-immigrant times. http://t.co/IMybMocrrD..."
"1552","opiniestukken","DeNieuwsmakers","Lees ook: Migrant had beter homo of vrouw kunnen zijn: Nederlanders wijzen graag anderen te... http://t.co/8zYLzM97Jy via @opiniestukken"
"1553","oreillyfactor","itsEric","RT @oreillyfactor: O'QUIZ: Under a new law enacted last week, illegal immigrants in California can now do what? http://t.co/aYmBNuKFZV"
"1554","oscarrickettnow","VICEUK_News","Britain's ""Immigration Nightmare"" Is Really Just a Nightmare For These Immigrants: http://t.co/S3MXIC03M7 @VICEUK via @oscarrickettnow"
"1555","oscarrickettnow","Henry_Langston","Britain's ""Immigration Nightmare"" Is Really Just a Nightmare For These Immigrants: http://t.co/YRnKyjMHlH @VICEUK via @oscarrickettnow"
"1556","osocio","sindreolav","Is life hard here? going home is simple - UK Home Office launches a truly shameful immigration campaign http://t.co/nkspqLKEJh via @osocio"
"1557","paperblog_FR","Centorius","Le hukou du migrant - Paperblog http://t.co/jC57x8Z8qp via @paperblog_FR"
"1558","party934now","woodenhat","Love it! RT @party934now Intended Immigration - Tout Tourne (Swinging Electrons Remix Radio Edit) - http://t.co/Uk3ceynn0f @distillerpromo"
"1559","paulnuttallukip","star_pumpkin","RT @paulnuttallukip: Interviewed by the EFD group on the affect of immigration to the UK job market http://t.co/bxcVgz2UzY"
"1560","petergrier","csmonitor","Obama pushes Congress to take up #immigration bill. The politics behind his renewed request: http://t.co/cyzVd5rduk via @petergrier"
"1561","po_st","kalymnachi","'You have no right to be in the UK and you should leave' : Extraordinary moment immigration ministe... http://t.co/xQqMjUFCyU via @po_st"
"1562","polesimmigrants","sam4wong","RT @polesimmigrants: Two books about Indian immigrants in Britain that humanize &amp; defy stereotypes: http://t.co/JRYiqDh9ee @migrants_rights"
"1563","politico","ImmPolitic","New polls show #immigration reform could help #GOP: http://t.co/mvC1mDIukZ via @politico"
"1564","politics_co_uk","Melvapud","Ed Miliband's immigration speech in full http://t.co/7tGtwf2z9y via @politics_co_uk  UP YOURS MILLIPEDE!!!"
"1565","politics_co_uk","TurnbullRuther","Theresa May accused of cover up after she redacts immigration report http://t.co/zmCJDpEGSQ via @politics_co_uk"
"1566","politics_co_uk","TurnbullRuther","Clegg relationship with Theresa May hits new low as he expresses 'frustration' over immigration http://t.co/NcIfm8668i via @politics_co_uk"
"1567","politics_co_uk","brummytaff","Big Brother State:May's Immigration bill means 'identity checks for all. &amp; no effect on Qatada!!  http://t.co/NOdarDBkCr via @politics_co_uk"
"1568","politics_co_uk","TurnbullRuther","Equalities watchdog opens investigation into Home Office immigration checks http://t.co/pgbyCWIVwW via @politics_co_uk"
"1569","politics_co_uk","jonfeatonby","Comment: Turning doctors into immigration police will cost more than it saves http://t.co/1cB4Awo3Dp via @politics_co_uk"
"1570","politics_co_uk","Cookiedisco","Comment: Turning doctors into immigration police will cost more than it saves http://t.co/AgUUEvJwl3 via @politics_co_uk #nastyparty"
"1571","politics_co_uk","APPGMigration","Big Brother State: Immigration bill means 'identity checks for all' http://t.co/afGFzdKhIS via @politics_co_uk"
"1572","politics_co_uk","laylamoran","Big Brother State: Immigration bill means 'identity checks for all' http://t.co/YC9bbOqaVp via @politics_co_uk"
"1573","politics_co_uk","hjroy","Big Brother State: Immigration bill means 'identity checks for all' http://t.co/NUDSt9hWDC via @politics_co_uk"
"1574","politics_co_uk","TurnbullRuther","Revealed: The financial cost of Theresa May's immigration policy http://t.co/O2iwTWqP5A via @politics_co_uk"
"1575","politics_co_uk","billmac65","Comment: Turning doctors into immigration police will cost more than it saves http://t.co/IVCZhIuerZ via @politics_co_uk"
"1576","politics_co_uk","TurnbullRuther","Comment: Turning doctors into immigration police will cost more than it saves http://t.co/KSkmym0RkY via @politics_co_uk"
"1577","politics_co_uk","aliaj_j","@BAGovPol Comment: Turning doctors into immigration police will cost more than it saves http://t.co/TdTBHvwmPk via @politics_co_uk"
"1578","politics_co_uk","alexburrett","Sarah Teather MP on why the immigration bill is ugly, divisive politics http://t.co/MrGBsfWHMW via @politics_co_uk"
"1579","politics_co_uk","lassnleeds","Comment: Sarah Teather - The immigration bill is ugly, divisive politics http://t.co/EB7CItfTSQ via @politics_co_uk"
"1580","politics_co_uk","Kalayaan","Comment: The immigration bill is ugly, divisive politics http://t.co/P3m9BR1IOv via @politics_co_uk"
"1581","politics_co_uk","bernaabebe","Comment: Sarah Teather - The immigration bill is ugly, divisive politicsvia @politics_co_uk"
"1582","politics_co_uk","billmac65","Comment: The immigration bill is ugly, divisive politics http://t.co/waEFAoqfZb via @politics_co_uk"
"1583","politics_co_uk","UKVISAS","Comment: The immigration bill is ugly, divisive politics http://t.co/VTdbpnHsMZ via @politics_co_uk"
"1584","politics_co_uk","adampipe","Comment: The immigration bill is ugly, divisive politics http://t.co/Ey5vlRPfu2 via @politics_co_uk"
"1585","politics_co_uk","Cookiedisco","Comment: The immigration bill is ugly, divisive politics http://t.co/3MYqgjCTsk via @politics_co_uk WTF a Fibdem talking sense?"
"1586","politics_co_uk","Alistair1965","Comment: The immigration bill is ugly, divisive politics http://t.co/t3sWSLssry via @politics_co_uk"
"1587","politics_co_uk","aliaj_j","@BAGovPol Comment: The immigration bill is ugly, divisive politics http://t.co/KnysVgBdGe via @politics_co_uk"
"1588","politics_co_uk","WembleyMatters","Comment: The immigration bill is ugly, divisive politics http://t.co/EQn5EFSlyq via @politics_co_uk"
"1589","politics_co_uk","gregnotinchina","Comment: The immigration bill is ugly, divisive politics http://t.co/FJSvw4vn5q via @politics_co_uk"
"1590","politics_co_uk","The_UK_Migrant","Comment: The #immigration bill is ugly, divisive politics http://t.co/3GVfS90MiF via @politics_co_uk"
"1591","politics_co_uk","brolezholloway","Sarah Teather: The immigration bill is ugly, divisive politics http://t.co/QLn5gwCz2t via @politics_co_uk"
"1592","politics_co_uk","billmac65","Behind closed doors, the Tories are fundamentally divided on immigration http://t.co/8u31GwcAEo via @politics_co_uk"
"1593","politics_co_uk","APPGMigration","Behind closed doors, the Tories are fundamentally divided on immigration http://t.co/ImRU4qcLMc via @politics_co_uk"
"1594","politics_co_uk","UKVISAS","Excellent piece: Behind closed doors, the Tories are fundamentally divided on immigration http://t.co/7W6OO4QARh via @politics_co_uk"
"1595","politics_co_uk","danemanhammel","Immigration bill contains a state power-grab over marriage http://t.co/wo4yuXm3pQ via @politics_co_uk"
"1596","politics_co_uk","Cookiedisco","Immigration bill contains a state power-grab over marriage http://t.co/vFT5SJHRK2 via @politics_co_uk WTF?"
"1597","politics_co_uk","TransplantM","Immigration bill contains a state power-grab over marriage http://t.co/4LxgCa999o via @politics_co_uk"
"1598","politics_co_uk","jamesdalton1980","Immigration bill contains a state power-grab over marriage http://t.co/M2mW87UVzG via @politics_co_uk"
"1599","politics_co_uk","aliaj_j","@BAGovPol Immigration bill contains a state power-grab over marriage http://t.co/KMCRNy1XeU via @politics_co_uk"
"1600","politics_co_uk","EditorHat","Immigration bill contains a state power-grab over marriage http://t.co/jSzbMw6MJv via @politics_co_uk"
"1601","politics_co_uk","UKVISAS","How to further damage race relations: Immigration bill contains a state power-grab over marriage http://t.co/6xYbIc1zSW via @politics_co_uk"
"1602","politics_co_uk","TurnbullRuther","Just another UKBA shambles: Immigration requests dumped for ten years http://t.co/ldtH1ZIzLR via @politics_co_uk"
"1603","politics_co_uk","TurnbullRuther","Immigration bill contains a state power-grab over marriage http://t.co/M327Y3eR1c via @politics_co_uk"
"1604","politics_co_uk","sashasimic","Immigration bill contains a state power-grab over marriage http://t.co/oDWE5nFlRO via @politics_co_uk #lowerthanvermin"
"1605","politics_co_uk","danemanhammel","Immigration bill contains a state power-grab over marriage http://t.co/wo4yuXm3pQ via @politics_co_uk"
"1606","politics_co_uk","APPGMigration","Comment: The left must get tough on immigration @SimonDanczuk http://t.co/dbWQUb8dUa via @politics_co_uk"
"1607","politics_co_uk","leicsactivist","Comment: The left must get tough on immigration http://t.co/3zJXduONmD via @politics_co_uk"
"1608","politics_co_uk","SimonDanczuk","Comment: The left must get tough on immigration http://t.co/vTMAuWC3c1 via @politics_co_uk Here's my article on immigration - worth a read?"
"1609","politics_co_uk","MichaelCronogue","Report documents sexual abuse at immigration detention centre http://t.co/kuqmWueDVt via @politics_co_uk- time to shut this shameful place"
"1610","politicususa","junkyardog1","House Republicans Say They Are Punishing Obama By Refusing To Vote on Immigration Reform http://t.co/jkmmbnyTuK via @politicususa"
"1611","politicususa","Yolie4MS","House Republicans Say They Are Punishing Obama By Refusing To Vote on Immigration Reform http://t.co/c6RmstZxuk via @politicususa"
"1612","politicususa","bmangh","House Republicans Say They Are Punishing Obama By Refusing To Vote on Immigration Reform http://t.co/Tksn8wUkBZ via @politicususa"
"1613","politicususa","wvjoe911","Marco Rubio Says Republicans Will Kill Immigration Reform Because Obama Was Mean to Them http://t.co/RukQFLxeUF via @politicususa"
"1614","presenteorg","esau03","Tell @BarackObama to help end the immigrant imprisonment quota! http://t.co/w9atzTmUK3 via @presenteorg"
"1615","presseurop","BruceKAnderson","via @presseurop Immigration: UK vows to tighten rules - The UK government unveiled a host of new measure... http://t.co/fHpPjWQdRh"
"1616","prisonculture","JenMeanIt","RT @prisonculture: Immigrant Rights Activists In Portland Focus On Prisons http://t.co/WdSAepUKeB via @LatinoVoices"
"1617","prospect_uk","urban_formation","Ralph Miliband: its complicated http://t.co/xrCvsLGxzG via @prospect_uk on differences within 1930 Jewish immigration to UK."
"1618","prospect_uk","YasminGun","Ralph Miliband: its complicated http://t.co/J58SAQ1Gmz via @prospect_uk Very interesting on different histories of Jewish migration"
"1619","prospect_uk","TheNetworkNBP","Stuart Hall: Mourning, migration and Miles Davis http://t.co/2rlcXDwGqa via @prospect_uk"
"1620","prospect_uk","voodoo_criminol","Stuart Hall: Mourning, migration and Miles Davis http://t.co/QqCPFcO3Ve via @prospect_uk"
"1621","prospect_uk","JonathonLouth","Stuart Hall: Mourning, migration and Miles Davis http://t.co/gREernrpg7 via @prospect_uk"
"1622","putri7_shinta","eby_zhie","Migrant jengg RT @putri7_shinta: Sakit apaa jeung? ""@eby_zhie: Aku sakitt.. Jenguk dongg (cont) http://t.co/bDN9eLZYS9"
"1623","ramadisyhbn","ddheasenduk","makasih ya(: RT @ramadisyhbn: Gws:) RT @ddheasenduk: migrant:&amp;"
"1624","realadrianc","QuestGroups","Mark Zuckerberg Will Join LinkedIn, Dropbox Founders At ""Dreamer"" Hackathon re: Immigration Reform http://t.co/Jnx7UKWZ41 via @realadrianc"
"1625","realadrianc","mariaportelamd","Mark Zuckerberg 2 LinkedIn,Dropbox Founders@""Dreamer""Hackathon2Reignite Immigration Reform http://t.co/ukAnb3C1NP via @realadrianc"
"1626","reason","Azn_CyberSleuth","Facebook's Zuckerberg To Promote Immigration Reform With Hackathon, Other Events http://t.co/oH0179tMUK via @reason"
"1627","redactionsb","wavesurfeur","J'adore!! :)#immigration et charte des valeurs : dans les yeux de Boukar Diouf @BazzoTV http://t.co/Oy2SoJTj7f via @redactionsb"
"1628","refugee_archive","SOASArchives","RT @refugee_archive Events: Online Seminars: UK Climate Change and Migration Coalition http://t.co/ZCfBRaHGKE"
"1629","refugee_archive","SwireArchives","RT @refugee_archive Events: Online Seminars: UK Climate Change and Migration Coalition http://t.co/0TMFmQdWoi"
"1630","refugeestudies","TransplantM","@TheWomensRoomUK RT: @refugeestudies Call 4 papers/presentations: International Journal of Migration &amp; Border Studies http://t.co/eE89HSa3cM"
"1631","reuters","schneiderhome","At least 94 dead, 250 missing as migrant boat sinks off Italy http://t.co/S8tyLiHuKc via @reuters Terrible"
"1632","reuters","MigrantsAtSea","Over 100 dead, 200 missing as migrant boat sinks off Italy http://t.co/dRkRhtvPuK via @reuters"
"1633","reuters","Order227blog","Time for CA to join European Union: Illegal immigrants allowed to practice law in California http://t.co/QFISwqw8UK via @reuters"
"1634","reuters","ElonEch","Illegal immigrants allowed to practice law in California http://t.co/yGNe5pjwet via @reuters

o lol this cuntry is fukt!"
"1635","reuters","blastedfools","More California lunacy...from Gov. Moonbat
Illegal immigrants allowed to practice law in California 
http://t.co/s1owcFUk7v via @reuters"
"1636","reuters","DR_SHAHID","Saudi Arabia under fire at U.N. over women's, migrant workers rights http://t.co/G4G2HUkJXF via @reuters"
"1637","reuters","DR_SHAHID","Saudi Arabia under fire at U.N. over women's, migrant workers rights http://t.co/G4G2HUkJXF via @reuters"
"1638","rimanews","aji_fatwa","too many ""S"" #ifyouknow RT @rimanews: Israelis migration to Europe, US worries rabbis, officials http://t.co/qoHl3hYtND"
"1639","rog_ukip","son_of_hood","RT @rog_ukip: UKIP want to control mass immigration from the EU as well as non EU. The Tories do not."
"1640","rt_com","notiven","RT: @rt_com :UK watchdog bans govt Go home ads targeting immigrants http://t.co/tVIuWKKTO7"
"1641","rt_com","notiven","RT: @rt_com :UK needs intelligent immigration policy http://t.co/Hp6B6tdD06"
"1642","rt_com","notiven","RT: @rt_com :Opinion: UK needs intelligent immigration policy http://t.co/Hp6B6tdD06"
"1643","rt_com","notiven","RT: @rt_com :Outrageous text program warns immigrants to leave UK or face arrest http://t.co/OD8aOc1aRG"
"1644","rt_com","notiven","RT: @rt_com :Outrageous text program warns immigrants to leave UK or face arrest http://t.co/OD8aOc1aRG"
"1645","rtenews","Pad_Ban","Blonde girl removed from #Roma family in #Dublin http://t.co/Wjowy09Znz via @rtenews #immigration #gypsy #Romania #Bulgaria #Ireland #Geeece"
"1646","rtinz","igbramsky","Sabtu malem cuz jkt boskuh gueh,yuks RT @rtinz: bos di jogja apa jakarta? lusa gw pulang tapi besok kalo lu dijakarta mau GL ni di immigrant"
"1647","s8mb","_edouglas","RT @s8mb: The Immigration Bill risks harming liberty and Britains economy: http://t.co/rQcxCBYb2k"
"1648","sacbee_news","CalPoliticsRSS","New state law limits immigration holds to serious crimes http://t.co/3q2LENtuk7 via @sacbee_news"
